strain,accession,originating_lab,submitting_lab
A/Nagasaki/13N020/2014,EPI581038,?,other_database_import
A/Ishikawa/DS-181v/2014,EPI689418,?,other_database_import
A/Hiroshima-C/5/2014,EPI511054,hiroshima_city_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Galicia/1786/2014,EPI539568,instituto_de_salud_carlos_iii,national_institute_for_medical_research
A/Stockholm/17/2014,EPI542216,?,swedish_institute_for_infectious_disease_control
A/PortoAlegre/LACENRS-1447/2014,EPI997474,?,other_database_import
A/PortoAlegre/LACENRS-1406/2014,EPI996479,?,other_database_import
A/Norway/2086/2014,EPI537567,"haukeland_university_hospital,_dept._of_microbiology_",norwegian_institute_of_public_health
A/Ireland/3070/2014,EPI555118,national_virus_reference_laboratory,national_virus_reference_laboratory
A/PortoAlegre/LACENRS-1351/2014,EPI996788,?,other_database_import
A/Norway/2156/2014,EPI541082,"sorlandet_sykehus_hf,_dept._of_medical_microbiology_",norwegian_institute_of_public_health
A/Florida/18/2010,EPI295154,florida_department_of_health_jacksonville,centers_for_disease_control_and_prevention
A/Pennsylvania/12/2010,EPI295092,pennsylvania_department_of_health,centers_for_disease_control_and_prevention
A/California/18/2010,EPI295054,california_department_of_health_services,centers_for_disease_control_and_prevention
A/Pennsylvania/15/2010,EPI295247,pennsylvania_department_of_health,centers_for_disease_control_and_prevention
A/Ontario/RV2746/2010,EPI295202,"national_microbiology_laboratory,_health_canada",centers_for_disease_control_and_prevention
A/Mississippi/5/2010,EPI295071,mississippi_public_health_laboratory,centers_for_disease_control_and_prevention
A/Hawaii/AF2684/2010,EPI308943,?,other_database_import
A/Ontario/C543493/2010,EPI456991,?,other_database_import
A/Indiana/4/2010,EPI295157,indiana_state_department_of_health_laboratories,centers_for_disease_control_and_prevention
A/Mexico/4553/2010,EPI295216,laboratorio_de_virus_respiratorio,centers_for_disease_control_and_prevention
A/Ontario/C575590/2010,EPI456988,?,other_database_import
A/Ontario/C1995/2010,EPI456980,?,other_database_import
A/India/D0811475/2008,EPI374825,?,other_database_import
A/India/K0810433/2008,EPI374801,?,other_database_import
A/Kolkata/810437/2008,EPI606099,?,other_database_import
A/India/D0811474/2008,EPI375274,?,other_database_import
A/India/D0811477/2008,EPI375275,?,other_database_import
A/Kolkata/89064/2008,EPI607130,?,other_database_import
A/India/K0810434/2008,EPI375299,?,other_database_import
A/Delhi/811474/2008,EPI609204,?,other_database_import
A/Bangladesh/3017/2008,EPI185699,?,centers_for_disease_control_and_prevention
A/India/K089064/2008,EPI375303,?,other_database_import
A/India/K0810436/2008,EPI374802,?,other_database_import
A/Bangladesh/2009/2008,EPI211320,?,centers_for_disease_control_and_prevention
A/Delhi/811477/2008,EPI606584,?,other_database_import
A/Kolkata/810433/2008,EPI606135,?,other_database_import
A/Kolkata/810436/2008,EPI607074,?,other_database_import
A/Bangladesh/9890/2008,EPI185701,?,centers_for_disease_control_and_prevention
A/India/K0810437/2008,EPI375300,?,other_database_import
A/Kolkata/810434/2008,EPI606338,?,other_database_import
A/Nepal/1397A/2013,EPI578944,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1299A/2013,EPI578934,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1501A/2013,EPI578948,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1375A/2013,EPI578938,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1380A/2013,EPI578940,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1442B/2013,EPI578930,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1302A/2013,EPI578936,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1298A/2013,EPI578932,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1474A/2013,EPI578946,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/Nepal/1395A/2013,EPI578942,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/India/3543/2013,EPI486422,national_institute_of_virology,centers_for_disease_control_and_prevention
A/India/M04/2013,EPI559483,?,other_database_import
A/Nepal/481/2013,EPI543743,national_public_health_laboratory,national_institute_of_infectious_diseases_(niid)
A/India/M37/2013,EPI685751,?,other_database_import
A/Bangladesh/8603/2013,EPI492728,institute_of_epidemiology_disease_control_and_research_(iedcr)_&_bangladesh_national_influenza_centre_(nic),centers_for_disease_control_and_prevention
A/India/M09/2013,EPI559484,?,other_database_import
A/Kazakhstan/3784/2014,EPI589765,national_reference_laboratory,crick_worldwide_influenza_centre
A/Israel/O-6286/2014,EPI574617,central_virology_laboratory_israel_(nic),national_institute_for_medical_research
A/Hatay/2314/2014,EPI589727,refik_saydam_national_public_health_agency,crick_worldwide_influenza_centre
A/Istanbul/1628/2014,EPI589735,refik_saydam_national_public_health_agency,crick_worldwide_influenza_centre
A/Astana/835/2014,EPI562045,csee,centre_sanitary_epidemiological_expertise_in_astana
A/Israel/P-151/2014,EPI620489,?,other_database_import
A/Astrakhan/RII23/2014,EPI555044,?,who_national_influenza_centre_russian_federation
A/Astana/843/2014,EPI562043,csee,centre_sanitary_epidemiological_expertise_in_astana
A/Kazakhstan/194/2014,EPI622010,csee,centers_for_disease_control_and_prevention
A/Astana/845/2014,EPI562047,csee,centre_sanitary_epidemiological_expertise_in_astana
A/Ordu/1603/2014,EPI589797,refik_saydam_national_public_health_agency,crick_worldwide_influenza_centre
A/Israel/P-103/2014,EPI620484,?,other_database_import
A/Novosibirsk/RII47/2014,EPI566570,?,who_national_influenza_centre_russian_federation
A/Bahrain/587/2014,EPI1506393,ministry_of_health_bahrain,centers_for_disease_control_and_prevention
A/Seoul/1287/2018,EPI1277126,"korea_national_institute_of_health,_korea_cdc",crick_worldwide_influenza_centre
A/Kanagawa/AC1737/2018,EPI1253060,national_institute_of_infectious_diseases_(niid),national_institute_of_infectious_diseases_(niid)
A/Yamagata/164/2018,EPI1261322,yamagata_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Osaka-C/2020/2018,EPI1231389,osaka_city_institute_of_public_health_and_environmental_sciences,national_institute_of_infectious_diseases_(niid)
A/Yokohama/68/2018,EPI1260377,yokohama_city_institute_of_public_health.,national_institute_of_infectious_diseases_(niid)
A/Kawasaki/65/2018,EPI1261328,kawasaki_city_institute_of_public_health_,national_institute_of_infectious_diseases_(niid)
A/Yamagata/168/2018,EPI1265661,yamagata_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Shimane/16/2018,EPI1260321,shimane_prefectural_institute_of_public_health_and_environmental_science,national_institute_of_infectious_diseases_(niid)
A/Kanagawa/68/2018,EPI1260345,kanagawa_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Sakai/23/2018,EPI1260409,sakai_city_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Kanagawa/AC1736/2018,EPI1252964,national_institute_of_infectious_diseases_(niid),national_institute_of_infectious_diseases_(niid)
A/Niigata/327/2018,EPI1258005,niigata_prefectural_institute_of_public_health_and_environmental_sciences,national_institute_of_infectious_diseases_(niid)
A/Saitama/85/2018,EPI1321468,saitama_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Niigata-C/21/2018,EPI1260401,niigata_city_institute_of_public_health_and_environment,national_institute_of_infectious_diseases_(niid)
A/Okayama/20/2018,EPI1278941,okayama_prefectural_institute_for_environmental_science_and_public_health,national_institute_of_infectious_diseases_(niid)
A/Yokohama/53/2018,EPI1253044,yokohama_city_institute_of_public_health.,national_institute_of_infectious_diseases_(niid)
A/Ehime/27/2018,EPI1253068,ehime_prefecture_institute_of_public_health_and_environmental_science,national_institute_of_infectious_diseases_(niid)
A/Aomori/39/2018,EPI1257989,aomori_prefectural_institute_of_public_health_and_environment,national_institute_of_infectious_diseases_(niid)
A/Sydney/29/1998,EPI1885245,westmead_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/Sydney/27/1998,EPI1885244,westmead_hospital,who_collaborating_centre_for_reference_and_research_on_influenza
A/SouthAustralia/176/1998,EPI1885207,institute_of_medical_and_veterinary_science_(imvs),who_collaborating_centre_for_reference_and_research_on_influenza
A/SouthAustralia/185/1998,EPI1885208,institute_of_medical_and_veterinary_science_(imvs),who_collaborating_centre_for_reference_and_research_on_influenza
A/Togo/1307/2019,EPI1641373,institute_national_d'hygiene,centers_for_disease_control_and_prevention
A/Dakar/24/2019,EPI1670520,institut_pasteur_de_dakar__,crick_worldwide_influenza_centre
A/Niger/7193/2019,EPI1649955,centre_de_recherche_medicale_et_sanitaire_(cermes),centers_for_disease_control_and_prevention
A/BurkinaFaso/2612/2019,EPI1686045,irss,centers_for_disease_control_and_prevention
A/Niger/7123/2019,EPI1758292,centre_de_recherche_medicale_et_sanitaire_(cermes),centers_for_disease_control_and_prevention
A/Togo/1136/2019,EPI1641305,institute_national_d'hygiene,centers_for_disease_control_and_prevention
A/Togo/1260/2019,EPI1641397,institute_national_d'hygiene,centers_for_disease_control_and_prevention
A/Togo/1257/2019,EPI1641389,institute_national_d'hygiene,centers_for_disease_control_and_prevention
A/Niger/7202/2019,EPI1651981,centre_de_recherche_medicale_et_sanitaire_(cermes),centers_for_disease_control_and_prevention
A/Honduras/5560/2007,EPI157658,?,centers_for_disease_control_and_prevention
A/ElSalvador/507/2007,EPI156060,?,centers_for_disease_control_and_prevention
A/Guatemala/7562/2007,EPI157631,?,centers_for_disease_control_and_prevention
A/ElSalvador/428/2007,EPI156057,?,centers_for_disease_control_and_prevention
A/Hawaii/14/2007,EPI133834,state_of_hawaii_department_of_health,centers_for_disease_control_and_prevention
A/Michigan/10/2007,EPI133828,?,centers_for_disease_control_and_prevention
A/Georgia/5/2007,EPI134569,?,centers_for_disease_control_and_prevention
A/Tokyo/EH1601/2016,EPI867680,national_institute_of_infectious_diseases_(niid),national_institute_of_infectious_diseases_(niid)
A/Sapporo/98/2016,EPI979654,sapporo_city_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Shizuoka/55/2016,EPI873162,shizuoka_institute_of_environment_and_hygiene,national_institute_of_infectious_diseases_(niid)
A/Fukushima/122/2016,EPI959279,fukushima_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Hyogo/6001/2016,EPI873719,hyogo_prefectural_institute_of_public_health_and_consumer_sciences,national_institute_of_infectious_diseases_(niid)
A/Tokyo/16477/2016,EPI969288,tokyo_metropolitan_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Tokyo/16460/2016,EPI959269,tokyo_metropolitan_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Tokyo/EH1602/2016,EPI867696,national_institute_of_infectious_diseases_(niid),national_institute_of_infectious_diseases_(niid)
A/Yokohama/145/2016,EPI873711,yokohama_city_institute_of_public_health.,national_institute_of_infectious_diseases_(niid)
A/Niigata-C/60/2016,EPI930829,niigata_city_institute_of_public_health_and_environment,national_institute_of_infectious_diseases_(niid)
A/Sagamihara/19/2016,EPI917351,sagamihara_city_laboratory_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Shimane/55/2016,EPI873082,shimane_prefectural_institute_of_public_health_and_environmental_science,national_institute_of_infectious_diseases_(niid)
A/Yamaguchi/38/2016,EPI917318,yamaguchi_prefectural_institute_of_public_health_and_environment,national_institute_of_infectious_diseases_(niid)
A/Yokohama/141/2016,EPI873106,yokohama_city_institute_of_public_health.,national_institute_of_infectious_diseases_(niid)
A/Shizuoka-C/44/2016,EPI969280,shizuoka_city_institute_of_environmental_sciences_and_public_health_,national_institute_of_infectious_diseases_(niid)
A/Yokohama/139/2016,EPI873098,yokohama_city_institute_of_public_health.,national_institute_of_infectious_diseases_(niid)
A/Wakayama/150/2016,EPI917314,wakayama_prefectural_research_center_of_environment_and_public_health,national_institute_of_infectious_diseases_(niid)
A/Yamaguchi/36/2016,EPI873138,yamaguchi_prefectural_institute_of_public_health_and_environment,national_institute_of_infectious_diseases_(niid)
A/Dnipro/229/2014,EPI530601,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,national_institute_for_medical_research
A/Dnipro/227/2014,EPI530599,institute_of_epidemiology_and_infectious_diseases_ams_of_ukraine,national_institute_for_medical_research
A/India/6216/2014,EPI539182,national_institute_of_virology,centers_for_disease_control_and_prevention
A/Cairo/152/2013,EPI445838,vacsera,national_institute_for_medical_research
A/Cairo/171/2013,EPI445848,vacsera,national_institute_for_medical_research
A/Cairo/158/2013,EPI445842,vacsera,national_institute_for_medical_research
A/Cairo/153/2013,EPI445840,vacsera,national_institute_for_medical_research
A/Kenya/256/2013,EPI467941,?,other_database_import
A/Cairo/162/2013,EPI445844,vacsera,national_institute_for_medical_research
A/Tunisia/2494/2013,EPI453463,?,other_database_import
A/Kenya/257/2013,EPI467942,?,other_database_import
A/Tunisia/2635/2013,EPI453464,?,other_database_import
A/Busan/4297/2008,EPI168583,?,centers_for_disease_control_and_prevention
A/Incheon/4274/2008,EPI168582,?,centers_for_disease_control_and_prevention
A/Kobe/40/2008,EPI160594,?,national_institute_of_infectious_diseases_(niid)
A/Japan/WRAIR1059P/2008,EPI275486,?,other_database_import
A/Hiroshima-C/41/2008,EPI160610,?,national_institute_of_infectious_diseases_(niid)
A/Seoul/4295/2008,EPI168580,?,centers_for_disease_control_and_prevention
A/Okayama/4/2008,EPI160607,?,national_institute_of_infectious_diseases_(niid)
A/Townsville/1/2003,EPI1447594,queensland_health_scientific_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Victoria/113/2003,EPI1447610,victorian_infectious_diseases_reference_laboratory_,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/246/2003,EPI1447410,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Dunedin/4/2003,EPI1447456,institute_of_environmental_science_&_research,who_collaborating_centre_for_reference_and_research_on_influenza
A/Dunedin/8/2003,EPI1447460,institute_of_environmental_science_&_research,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/322/2003,EPI1447416,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/93/2003,EPI1447439,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Dunedin/11/2003,EPI116823,institute_of_environmental_science_&_research,other_database_import
A/NewCaledonia/5/2003,EPI1447501,institut_pasteur_new_caledonia,who_collaborating_centre_for_reference_and_research_on_influenza
A/Australia/NHRC0008/2003,EPI318832,?,other_database_import
A/Australia/NHRC0004/2003,EPI318744,?,other_database_import
A/Dunedin/15/2003,EPI116821,institute_of_environmental_science_and_research_(esr),other_database_import
A/Christchurch/340/2003,EPI1447424,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Australia/NHRC0006/2003,EPI318840,?,other_database_import
A/Dunedin/6/2003,EPI1447458,institute_of_environmental_science_&_research,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/313/2003,EPI1447414,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Australia/NHRC0007/2003,EPI318752,?,other_database_import
A/Dunedin/24/2003,EPI116825,?,other_database_import
A/Sydney/16/2003,EPI1447558,"clinical_virology_unit,_cdim",who_collaborating_centre_for_reference_and_research_on_influenza
A/Australia/NHRC0009/2003,EPI318824,?,other_database_import
A/Australia/NHRC0010/2003,EPI318760,?,other_database_import
A/Dunedin/16/2003,EPI1447450,institute_of_environmental_science_&_research,who_collaborating_centre_for_reference_and_research_on_influenza
A/Australia/NHRC0005/2003,EPI320309,?,other_database_import
A/NewCaledonia/2/2003,EPI1447497,institut_pasteur_new_caledonia,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/103/2003,EPI1447401,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Dunedin/40/2003,EPI116819,institute_of_environmental_science_and_research_(esr),other_database_import
A/Christchurch/176/2003,EPI1447403,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Christchurch/227/2003,EPI1447409,canterbury_health_services,who_collaborating_centre_for_reference_and_research_on_influenza
A/Yokohama/109/2016,EPI764999,yokohama_city_institute_of_public_health.,national_institute_of_infectious_diseases_(niid)
A/Kanagawa/AC21/2016,EPI743785,national_institute_of_infectious_diseases_(niid),national_institute_of_infectious_diseases_(niid)
A/Kanagawa/171/2016,EPI809645,kanagawa_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Fukui/48/2016,EPI772657,fukui_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Osaka-C/2008/2016,EPI809681,osaka_city_institute_of_public_health_and_environmental_sciences,national_institute_of_infectious_diseases_(niid)
A/Wakayama-C/120/2016,EPI774072,wakayama_city_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Kanagawa/AC25/2016,EPI743787,national_institute_of_infectious_diseases_(niid),national_institute_of_infectious_diseases_(niid)
A/Sapporo/76/2016,EPI777987,sapporo_city_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Sapporo/80/2016,EPI772659,sapporo_city_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Okayama/12/2016,EPI858880,okayama_prefectural_institute_for_environmental_science_and_public_health,national_institute_of_infectious_diseases_(niid)
A/Hokkaido/20/2016,EPI809659,hokkaido_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Sapporo/78/2016,EPI809673,sapporo_city_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Toyama/70/2016,EPI809635,toyama_institute_of_health,national_institute_of_infectious_diseases_(niid)
A/Toyama/72/2016,EPI809637,toyama_institute_of_health,national_institute_of_infectious_diseases_(niid)
A/Chiba-C/80/2016,EPI773992,chiba_city_institute_of_health_and_environment,national_institute_of_infectious_diseases_(niid)
A/Kanagawa/190/2016,EPI809647,kanagawa_prefectural_institute_of_public_health,national_institute_of_infectious_diseases_(niid)
A/Ishikawa/84/2016,EPI809639,ishikawa_prefectural_institute_of_public_health_and_environmental_science,national_institute_of_infectious_diseases_(niid)
A/Hangzhou/A429/2013,EPI506733,hangzhou_center_for_disease_control_and_prevention,hangzhou_center_for_disease_control_and_prevention
A/Hangzhou/A469/2013,EPI506741,hangzhou_center_for_disease_control_and_prevention,hangzhou_center_for_disease_control_and_prevention
A/SaoPaulo/11-1800/2011,EPI399808,?,other_database_import
A/BuenosAires/19/2011,EPI407239,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/SaoPaulo/2-2344/2011,EPI399807,?,other_database_import
A/SaoPaulo/12-369/2011,EPI399824,?,other_database_import
A/RiodeJaneiro/27/2011,EPI339298,?,other_database_import
A/BuenosAires/42/2011,EPI407211,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Peru/PER374/2011,EPI497469,?,other_database_import
A/Peru/PER055/2011,EPI494607,?,other_database_import
A/Piaui/14211/2011,EPI399813,?,other_database_import
A/Bahia/45/2011,EPI339306,?,other_database_import
A/Goias/18078/2011,EPI399806,?,other_database_import
A/Peru/PER151/2011,EPI495265,?,other_database_import
A/Neuquen/1354922/2011,EPI407234,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Piaui/8448/2011,EPI399810,?,other_database_import
A/SaoPaulo/9-73/2011,EPI399805,?,other_database_import
A/Paraguay/726/2011,EPI352209,central_laboratory_of_public_health,centers_for_disease_control_and_prevention
A/Peru/PER189/2011,EPI495682,?,other_database_import
A/Rondonia/3410/2011,EPI399809,?,other_database_import
A/Neuquen/1359747/2011,EPI407235,servicio_de_virosis_respiratorias_inei_anlis_carlos_g._malbran,malbran
A/Bahia/44/2011,EPI339307,?,other_database_import
A/SantaCatarina/286/2011,EPI646442,oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs),oswaldo_cruz_institute___fiocruz___laboratory_of_respiratory_viruses_and_measles_(lvrs)
A/MatoGrosso/11689/2011,EPI399812,?,other_database_import
A/SaoPaulo/4184/2011,EPI399811,?,other_database_import
A/Cameroon/4427/2014,EPI543112,centre_pasteur_du_cameroun,national_institute_for_medical_research
A/Cameroon/4046/2014,EPI543110,centre_pasteur_du_cameroun,national_institute_for_medical_research
A/Cameroon/4045/2014,EPI543108,centre_pasteur_du_cameroun,national_institute_for_medical_research
A/Dakar/10/2014,EPI541416,institut_pasteur_de_dakar,national_institute_for_medical_research
A/Ghana/DILI-0522/2014,EPI541434,university_of_ghana,national_institute_for_medical_research
A/SouthAfrica/4934/2014,EPI539848,"sandringham,_national_institute_for_communicable_d",national_institute_for_medical_research
A/Southafrica/4952/2014,EPI551630,national_institute_for_communicable_disease,who_collaborating_centre_for_reference_and_research_on_influenza
A/Mauritius/483/2014,EPI574627,central_health_laboratory,national_institute_for_medical_research
A/Cameroon/3893/2014,EPI543104,centre_pasteur_du_cameroun,national_institute_for_medical_research
A/Ulaanbaatar/3849/2010,EPI309369,national_center_for_communicable_diseases,centers_for_disease_control_and_prevention
A/Uvurkhangai/3970/2010,EPI309366,national_center_for_communicable_diseases,centers_for_disease_control_and_prevention
A/Ulaanbaatar/4320/2010,EPI302271,national_center_for_communicable_diseases,centers_for_disease_control_and_prevention
A/Erzurum/TR-47/2010,EPI331089,refik_saydam_national_public_health_agency,national_institute_for_medical_research
A/Ulaanbaatar/3920/2010,EPI305334,national_center_for_communicable_diseases,national_institute_of_infectious_diseases_(niid)
A/Ulaanbaatar/3887/2010,EPI301249,national_center_for_communicable_diseases,national_institute_of_infectious_diseases_(niid)
A/Dornogovi/4064/2010,EPI305332,national_center_for_communicable_diseases,national_institute_of_infectious_diseases_(niid)
A/Dornogovi/4067/2010,EPI301248,national_center_for_communicable_diseases,national_institute_of_infectious_diseases_(niid)
A/Dornogovi/3875/2010,EPI305331,national_center_for_communicable_diseases,national_institute_of_infectious_diseases_(niid)
A/Ulaanbaatar/3893/2010,EPI301250,national_center_for_communicable_diseases,national_institute_of_infectious_diseases_(niid)
A/Ulaanbaatar/3805/2010,EPI305333,national_center_for_communicable_diseases,national_institute_of_infectious_diseases_(niid)
A/FrenchGuiana/9189/2015,EPI670676,national_influenza_center_french_guiana_and_french_indies,centers_for_disease_control_and_prevention
A/Pernambuco/136136-IEC/2015,EPI679573,national_influenza_center,centers_for_disease_control_and_prevention
A/SaoPaulo/3-32837/2015,EPI626971,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Argentina/24/2015,EPI683585,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/SaoPaulo/2-15508/2015,EPI630192,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Canoas/LACENRS-1283/2015,EPI996642,?,other_database_import
A/Colombia/5215/2015,EPI662466,instituto_nacional_de_salud_de_columbia,centers_for_disease_control_and_prevention
A/Rondonia/53925/2015,EPI626975,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Argentina/25/2015,EPI683609,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/MatoGrosso/54934/2015,EPI626973,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Santiago/42575/2015,EPI639213,instituto_de_salud_publica_de_chile_,centers_for_disease_control_and_prevention
A/SaoPaulo/3-35046/2015,EPI630191,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Valparaiso/42142/2015,EPI639260,instituto_de_salud_publica_de_chile_,centers_for_disease_control_and_prevention
A/Uruguay/39/2015,EPI662490,departamento_de_laboratorio_de_salud_publica,centers_for_disease_control_and_prevention
A/FrenchGuiana/8217/2015,EPI670670,national_influenza_center_french_guiana_and_french_indies,centers_for_disease_control_and_prevention
A/Argentina/23/2015,EPI683577,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/Colombia/5402/2015,EPI662402,instituto_nacional_de_salud_de_columbia,centers_for_disease_control_and_prevention
A/Rancagua/37228/2015,EPI678752,instituto_de_salud_publica_de_chile_,instituto_de_salud_publica_de_chile
A/SaoPaulo/12-11416/2015,EPI626976,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Ecuador/1695/2015,EPI667668,inspi,centers_for_disease_control_and_prevention
A/Colombia/241/2015,EPI662442,instituto_nacional_de_salud_de_columbia,centers_for_disease_control_and_prevention
A/Brazil/985/2015,EPI675131,instituto_adolfo_lutz,centers_for_disease_control_and_prevention
A/Colombia/5438/2015,EPI662418,instituto_nacional_de_salud_de_columbia,centers_for_disease_control_and_prevention
A/Argentina/103/2015,EPI683617,instituto_nacional_de_enfermedades_infecciosas,centers_for_disease_control_and_prevention
A/Santiago/44139/2015,EPI639221,instituto_de_salud_publica_de_chile_,centers_for_disease_control_and_prevention
A/SaoPaulo/12-11656/2015,EPI630194,instituto_adolfo_lutz,instituto_adolfo_lutz
A/Colombia/5364/2015,EPI662426,instituto_nacional_de_salud_de_columbia,centers_for_disease_control_and_prevention
A/Santiago/39170/2015,EPI631571,instituto_de_salud_publica_de_chile_,centers_for_disease_control_and_prevention
A/Paraguay/5554/2015,EPI648020,central_laboratory_of_public_health,centers_for_disease_control_and_prevention
A/Ecuador/2384/2015,EPI639112,inspi,centers_for_disease_control_and_prevention
A/Jordan/4470/2016,EPI769557,laboratory_directorate,crick_worldwide_influenza_centre
A/Bitlis/4351/2016,EPI829297,refik_saydam_national_public_health_agency,crick_worldwide_influenza_centre
A/Jordan/IIIj-15-4470-01NT/2016,EPI858981,laboratory_directorate,crick_worldwide_influenza_centre
A/Jordan/30124/2016,EPI858991,laboratory_directorate,crick_worldwide_influenza_centre
A/Istanbul/1946182/2016,EPI781620,istanbul_university,crick_worldwide_influenza_centre
A/Kazakhstan/4935/2016,EPI991580,national_reference_laboratory,crick_worldwide_influenza_centre
A/Kazakhstan/4700/2016,EPI781622,national_reference_laboratory,crick_worldwide_influenza_centre
A/Oman/2585/2016,EPI769531,"central_public_health_laboratory,_ministry_of_health",crick_worldwide_influenza_centre
A/Jordan/20345/2016,EPI769495,laboratory_directorate,crick_worldwide_influenza_centre
A/Oman/2758/2016,EPI769533,"central_public_health_laboratory,_ministry_of_health",crick_worldwide_influenza_centre
A/Lebanon/1427/2016,EPI1609036,rafic_hariri_university_hospital_4th_floor_dna/research_lab,crick_worldwide_influenza_centre
A/Moscow/124/2016,EPI814394,ivanovsky_research_institute_of_virology_rams,centers_for_disease_control_and_prevention
A/Jordan/30128/2016,EPI858993,laboratory_directorate,crick_worldwide_influenza_centre
A/Kazakhstan/4929/2016,EPI991567,national_reference_laboratory,crick_worldwide_influenza_centre
A/Jordan/20346/2016,EPI769497,laboratory_directorate,crick_worldwide_influenza_centre
A/Jordan/20312/2016,EPI769493,laboratory_directorate,crick_worldwide_influenza_centre
A/Tula/CRIE-320/2016,EPI827091,?,central_research_institute_for_epidemiology
A/Lebanon/1561/2016,EPI1609038,rafic_hariri_university_hospital_4th_floor_dna/research_lab,crick_worldwide_influenza_centre
A/Ankara/4110/2016,EPI829289,refik_saydam_national_public_health_agency,crick_worldwide_influenza_centre
A/Brazil/718/2000,EPI608535,?,other_database_import
A/Brazil/694/2000,EPI606690,?,other_database_import
A/Malaysia/33827/2006,EPI373543,?,other_database_import
A/Indonesia/1142/2006,EPI155114,?,centers_for_disease_control_and_prevention
A/Malaysia/33464/2006,EPI373535,?,other_database_import
A/Indonesia/2094/2006,EPI155116,?,centers_for_disease_control_and_prevention
A/Malaysia/33561/2006,EPI373551,?,other_database_import
A/Indonesia/1090/2006,EPI155112,?,centers_for_disease_control_and_prevention
A/TayNguyen/HCM52/2006,EPI369770,?,other_database_import
A/Netherlands/18/1994,EPI366897,?,other_database_import
A/Managua/126002/2010,EPI315216,?,other_database_import
A/Nicaragua/5991_01/2010,EPI1067555,?,other_database_import
A/Managua/435503/2010,EPI315208,?,other_database_import
